Sprint,Module,Developer,QA,Priority,Status,Root_Cause_Analysis,Defect_Age_Days,Reopened,Fix_Time_Days
Sprint 48,Authentication,Bob,QA2,Low,In Progress,Requirement Gap,26,False,1
Sprint 48,Authentication,Bob,QA2,Low,Resolved,Requirement Gap,23,True,3
Sprint 48,Authentication,Bob,QA2,High,Open,Environment Issue,19,False,1
Sprint 48,Authentication,Bob,QA2,Critical,Open,Environment Issue,17,True,9
Sprint 48,Billing,Bob,QA4,Critical,In Progress,Environment Issue,21,True,8
Sprint 48,Billing,Bob,QA4,Critical,Closed,Code Issue,8,False,1
Sprint 48,Payments,David,QA5,High,Resolved,Environment Issue,9,False,10
Sprint 48,Payments,David,QA5,Medium,In Progress,Test Coverage Miss,4,False,2
Sprint 48,Payments,David,QA5,High,Resolved,Environment Issue,24,False,10
Sprint 48,Payments,David,QA5,Critical,In Progress,Test Coverage Miss,24,False,7
Sprint 48,Payments,David,QA5,Low,Open,Test Coverage Miss,2,False,6
Sprint 48,Notifications,Charlie,QA1,Low,Resolved,Requirement Gap,28,False,6
Sprint 48,Notifications,Charlie,QA1,High,In Progress,Code Issue,27,True,9
Sprint 48,Notifications,Charlie,QA1,Low,Resolved,Environment Issue,1,False,10
Sprint 48,Notifications,Charlie,QA1,Critical,Open,Environment Issue,17,True,1
Sprint 48,Notifications,Charlie,QA1,Critical,Closed,Code Issue,1,False,6
Sprint 48,Notifications,Charlie,QA1,Critical,Open,Test Coverage Miss,12,True,8
Sprint 48,Notifications,Charlie,QA1,Critical,Open,Code Issue,27,False,8
Sprint 48,Reports,Alice,QA3,High,Closed,Code Issue,1,True,2
Sprint 48,Reports,Alice,QA3,Low,Resolved,Code Issue,3,False,1
Sprint 48,Reports,Alice,QA3,Medium,Open,Requirement Gap,10,False,4
Sprint 48,Reports,Alice,QA3,Medium,Open,Requirement Gap,2,False,7
Sprint 48,Reports,Alice,QA3,Critical,Resolved,Environment Issue,2,True,4
Sprint 48,Dashboard,David,QA2,Medium,In Progress,Requirement Gap,12,False,8
Sprint 48,Dashboard,David,QA2,High,Resolved,Requirement Gap,15,False,9
Sprint 48,Dashboard,David,QA2,Medium,In Progress,Requirement Gap,15,True,5
Sprint 48,Dashboard,David,QA2,High,Open,Environment Issue,1,False,7
Sprint 48,Dashboard,David,QA2,Medium,In Progress,Environment Issue,7,False,7
Sprint 48,Dashboard,David,QA2,Low,Open,Test Coverage Miss,28,False,2
Sprint 48,Dashboard,David,QA2,High,Open,Requirement Gap,28,False,9
Sprint 48,Dashboard,David,QA2,High,Open,Environment Issue,9,True,6
Sprint 48,Dashboard,David,QA2,High,In Progress,Environment Issue,21,False,3
Sprint 48,Dashboard,David,QA2,Low,Resolved,Requirement Gap,10,True,6
Sprint 49,Authentication,Eve,QA1,Low,Resolved,Environment Issue,29,True,10
Sprint 49,Authentication,Eve,QA1,Critical,Resolved,Requirement Gap,1,True,6
Sprint 49,Authentication,Eve,QA1,Low,Resolved,Environment Issue,30,False,9
Sprint 49,Authentication,Eve,QA1,Critical,Open,Test Coverage Miss,8,False,10
Sprint 49,Authentication,Eve,QA1,Medium,Closed,Requirement Gap,12,False,9
Sprint 49,Billing,Frank,QA2,Low,Open,Environment Issue,21,False,1
Sprint 49,Billing,Frank,QA2,High,Closed,Requirement Gap,4,False,6
Sprint 49,Billing,Frank,QA2,High,Closed,Environment Issue,23,False,6
Sprint 49,Payments,Eve,QA3,High,Resolved,Code Issue,2,False,1
Sprint 49,Payments,Eve,QA3,Medium,Closed,Environment Issue,15,False,6
Sprint 49,Payments,Eve,QA3,High,Closed,Requirement Gap,24,True,2
Sprint 49,Payments,Eve,QA3,Low,Resolved,Code Issue,3,False,5
Sprint 49,Notifications,Alice,QA4,Low,Resolved,Test Coverage Miss,12,False,6
Sprint 49,Notifications,Alice,QA4,High,In Progress,Test Coverage Miss,15,True,4
Sprint 49,Notifications,Alice,QA4,Low,In Progress,Environment Issue,23,False,2
Sprint 49,Notifications,Alice,QA4,High,Resolved,Test Coverage Miss,7,False,5
Sprint 49,Notifications,Alice,QA4,Critical,Open,Environment Issue,15,True,3
Sprint 49,Notifications,Alice,QA4,High,In Progress,Test Coverage Miss,2,False,5
Sprint 49,Notifications,Alice,QA4,Low,Closed,Test Coverage Miss,9,True,9
Sprint 49,Notifications,Alice,QA4,Critical,In Progress,Requirement Gap,1,False,4
Sprint 49,Notifications,Alice,QA4,Medium,In Progress,Test Coverage Miss,9,False,7
Sprint 49,Reports,Frank,QA5,Low,Open,Environment Issue,1,True,9
Sprint 49,Reports,Frank,QA5,Critical,In Progress,Environment Issue,18,False,10
Sprint 49,Reports,Frank,QA5,Low,Closed,Environment Issue,16,True,7
Sprint 49,Reports,Frank,QA5,Critical,In Progress,Environment Issue,4,True,2
Sprint 49,Reports,Frank,QA5,Medium,Open,Environment Issue,10,False,7
Sprint 49,Reports,Frank,QA5,Low,In Progress,Environment Issue,17,False,1
Sprint 49,Reports,Frank,QA5,Medium,Resolved,Test Coverage Miss,18,True,2
Sprint 49,Reports,Frank,QA5,Low,Resolved,Code Issue,19,False,4
Sprint 49,Reports,Frank,QA5,Low,In Progress,Test Coverage Miss,28,False,9
Sprint 49,Dashboard,Bob,QA4,High,Resolved,Code Issue,16,False,4
Sprint 49,Dashboard,Bob,QA4,Medium,Resolved,Test Coverage Miss,18,False,4
Sprint 49,Dashboard,Bob,QA4,Critical,Closed,Test Coverage Miss,15,True,2
Sprint 49,Dashboard,Bob,QA4,Medium,Closed,Environment Issue,15,True,1
Sprint 49,Dashboard,Bob,QA4,High,Closed,Test Coverage Miss,14,False,2
Sprint 49,Dashboard,Bob,QA4,Medium,In Progress,Test Coverage Miss,21,True,9
Sprint 49,Dashboard,Bob,QA4,Medium,Open,Environment Issue,29,True,5
Sprint 50,Authentication,Eve,QA5,Medium,Resolved,Code Issue,1,True,2
Sprint 50,Authentication,Eve,QA5,Low,In Progress,Requirement Gap,1,False,8
Sprint 50,Authentication,Eve,QA5,Critical,Closed,Test Coverage Miss,29,False,4
Sprint 50,Billing,Alice,QA4,Medium,In Progress,Environment Issue,10,False,3
Sprint 50,Billing,Alice,QA4,Critical,Resolved,Code Issue,24,True,10
Sprint 50,Billing,Alice,QA4,Critical,Resolved,Environment Issue,11,True,10
Sprint 50,Billing,Alice,QA4,Medium,Resolved,Test Coverage Miss,20,False,10
Sprint 50,Billing,Alice,QA4,Medium,In Progress,Environment Issue,20,False,1
Sprint 50,Billing,Alice,QA4,Low,Open,Environment Issue,12,False,5
Sprint 50,Billing,Alice,QA4,Low,Resolved,Code Issue,16,False,5
Sprint 50,Billing,Alice,QA4,Low,Resolved,Environment Issue,12,True,2
Sprint 50,Billing,Alice,QA4,High,Closed,Test Coverage Miss,12,True,6
Sprint 50,Payments,David,QA2,Medium,Resolved,Requirement Gap,15,True,3
Sprint 50,Payments,David,QA2,High,Resolved,Code Issue,9,False,9
Sprint 50,Payments,David,QA2,Critical,Closed,Environment Issue,12,False,9
Sprint 50,Payments,David,QA2,Low,Resolved,Test Coverage Miss,18,True,4
Sprint 50,Payments,David,QA2,Critical,Resolved,Requirement Gap,9,False,3
Sprint 50,Payments,David,QA2,Critical,Closed,Test Coverage Miss,11,True,4
Sprint 50,Payments,David,QA2,High,Open,Requirement Gap,10,False,2
Sprint 50,Notifications,Alice,QA2,Critical,Resolved,Requirement Gap,29,True,1
Sprint 50,Notifications,Alice,QA2,High,Closed,Test Coverage Miss,19,True,7
Sprint 50,Notifications,Alice,QA2,High,Closed,Test Coverage Miss,1,False,2
Sprint 50,Notifications,Alice,QA2,Low,Closed,Environment Issue,10,False,6
Sprint 50,Notifications,Alice,QA2,Medium,Closed,Environment Issue,4,True,5
Sprint 50,Notifications,Alice,QA2,Low,In Progress,Requirement Gap,1,False,3
Sprint 50,Notifications,Alice,QA2,Critical,Open,Test Coverage Miss,9,True,5
Sprint 50,Notifications,Alice,QA2,Medium,In Progress,Test Coverage Miss,11,True,6
Sprint 50,Notifications,Alice,QA2,Medium,Closed,Environment Issue,26,True,6
Sprint 50,Notifications,Alice,QA2,Critical,Closed,Requirement Gap,15,True,6
Sprint 50,Reports,Eve,QA4,High,Resolved,Code Issue,25,True,6
Sprint 50,Reports,Eve,QA4,Medium,In Progress,Environment Issue,10,False,1
Sprint 50,Reports,Eve,QA4,Critical,Resolved,Requirement Gap,3,True,10
Sprint 50,Dashboard,Charlie,QA1,Low,Closed,Requirement Gap,27,True,3
Sprint 50,Dashboard,Charlie,QA1,Medium,Resolved,Environment Issue,4,True,6
Sprint 50,Dashboard,Charlie,QA1,High,Open,Requirement Gap,12,True,2
Sprint 50,Dashboard,Charlie,QA1,Low,Closed,Test Coverage Miss,24,True,3
Sprint 50,Dashboard,Charlie,QA1,Critical,Resolved,Test Coverage Miss,3,False,5
Sprint 50,Dashboard,Charlie,QA1,High,Open,Code Issue,14,True,8
Sprint 50,Dashboard,Charlie,QA1,Low,Open,Test Coverage Miss,19,False,10
Sprint 50,Dashboard,Charlie,QA1,Medium,Closed,Requirement Gap,15,False,4
Sprint 50,Dashboard,Charlie,QA1,High,Closed,Environment Issue,28,True,1
